Station code,water_bodies,Station name,District,RO,Responsible Zonal Lab,Monitoring date,Sampling time,Use of Water in Downstream,Human activities,Major polluting,Visible Effluent,Weather,Depth (mtrs.),Floating matter,Colour,Odour,Flow (m3/Sec),Water Temp. (OC),DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium Carbonate as CaCO3,Calcium as Ca+2(mg/L),Magnesium Carbonate as CaCO3,Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR,,,
5063,Lakes & Tanks ,"Nanakram Kunta, Nanakraamguda,",Medchal Malkajgiri,Ranga Reddy-I,Warangal,05.10.2023,11.05 am,others,others,sewage,none,sunny,none ,none,light green,septic,,28,0.3,6.88,718,6.2,6.84,,17,350,4,,,,24,5,160,88,58,5.6,1.24,,170,100,40,70,17.01,48,,430,340,21,0.85,,0.5,,1.16,,,,,
5111,Lakes & Tanks ,"Nagireddy Kunta (Yapral Cheruvu), Yapral",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,12.10 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light green,septic,,27,0.3,7.2,1742,6,8.4,,17,540,6,,,,18,5,385,258,56,4.48,1.6,,415,248,99.2,167,40.58,65,,1098,680,21,3.12,,0.5,,1.22,,,,,
5112,Lakes & Tanks ,"Kamuni Cheruvu, Kukatpally",Medchal Malkajgiri,Medchal,Warangal,05.10.2023,5.55 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light black,septic,,26,0.3,7.12,1415,9,6.2,,23,920,8,,,,13,5,325,185,79,5.6,1.2,,342,224,89.6,118,28.67,68,,906,560,24,2.84,,0.5,,1.19,,,10.0,315.0,
5113,Lakes & Tanks ,"Chinna Cheruvu, Ramanthapur Bagat, Uppal",Medchal Malkajgiri,Rangareddy-I,Warangal,06.10.2023,08.35 am,others,others,none,none,clear,Greater than 100cm,no,green,odourless,,              ,2.7,7.22,1544,5,6.06,,24,220,10,,,,9,5,102,124,35,5.6,6.7,,262,162,64.8,100,24.3,66,,888,420,16,1.48,,0.5,,0.66,,,,,
5114,Lakes & Tanks ,"Shanthisarovor Pond, Gachibowli, Serilingmapally",Rangareddy ,Rangareddy-I,Warangal,06.10.2023,11.00 am,others,gardening,none,none,sunny,nil,no,light green,septic,,28,6.1,7.18,471,1.4,2.62,,Less than 1.8,58,Less than 1.8,,,,10,5,122,50,12,1.5,0.4,,105,60,24,45,10.94,25,,278,160,10,0.2,,0.5,,0.46,,,,,
5115,Lakes & Tanks ,"Raja Mohammad Kunta, Haffezpet, Serilingampally (M),",Rangareddy ,Rangareddy-I,Warangal,05.10.2023,11.45 am,others,others,sewage,none,rainy,Greater than 50 cm,no,light brown,septic,,25,0.3,7.22,1718,12,12.6,,26,540,5,,,,20,5,375,173,143,10.08,4.06,,395,225,90,170,41.31,133,,1066,724,18,3.42,,0.5,,1.22,,,,,
5116,Lakes & Tanks ,"Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",Rangareddy ,Rangareddy-I,Warangal,06.10.2023,11.40 am,others,others,none,none,sunny,none ,no,light green,odourless,,27,2,7.25,1280,4.8,8.74,,17,430,6,,,,24,5,280,144,42,5.2,0.94,,290,180,72,110,26.73,84,,780,600,16,2.84,,0.5,,0.93,,,10.0,270.0,
5117,Lakes & Tanks ,"Masjid Banda Lake, Kondapur, Serlingampally",Rangareddy ,Rangareddy-I,Warangal,,,,,,,,,,,,,,Not submitted by RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,Lakes & Tanks ,"Kotha Kunta, Haffezpet, Serilingampally (M)",Rangareddy ,Rangareddy-I,Warangal,05.10.2023,11.55 am,others,others,sewage,nil,sunny,Greater than 50 m,no,light brown,odourless,,28,0.3,7.08,629,10.2,4.08,,11,280,1.8,,,,18,5,180,52,152,5.6,1.42,,185,144,57.6,41,9.96,38,,402,250,10,2.12,,0.5,,1.02,,,10.0,170.0,
5119,Lakes & Tanks ,"Kaidam Kunta, Hafeezpet, Serilingampally (M)",Rangareddy ,Rangareddy-I,Warangal,05.10.2023,12.15 pm,others,others,sewage,none,rainy,Greater than 50m ,YES,light brown,septic,,27,0.3,7.6,1666,12,13.2,,21,540,3.6,,,,24,5,390,166,165,8.96,3.12,,405,215,86,190,46.17,121,,1062,690,28,3.96,,0.5,,1.12,,,,,
5120,Lakes & Tanks ,"Thammidi Kunta, Khanamet, Serilingampally",Rangareddy ,Rangareddy-I,Warangal,06.10.2023,12.00 pm,others,others,none,none,sunny,nil,no,none ,odourless,,26,0.3,6.95,1304,12,12.81,,27,920,14,,,,18,5,320,147,179,11.2,3.28,,330,205,82,125,30.38,91,,808,650,16,2.94,,0.58,,1.28,,,,,
5121,Lakes & Tanks ,"Pale Cheruvu, Kattedan",Rangareddy,Rangareddy-I,Warangal,05.10.2023,09.45 am,others,others,municipal sewage,domestic effluents,clear,Greater than 100 cm,yes,brown,septic,,29,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,Lakes & Tanks ,"Mulagurd Lake (PJAU), Rajenderanagar,",Same as Mulguar lake(2343)- Premajipet,Ranga Reddy,Warangal,,,,,,,,,,,,,,Same as Mulguar lake(2343)- Premajipet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,Lakes & Tanks ,"Pedda Cheruvu, Ibrahimbagh, Gandipet",station code : 4228 & 5123 are same,Ranga Reddy-I,Warangal,05.10.203,10.15 am,others,others,"domestic,sewage",none,sunny,1mts,none,light green,septic,,29,station code : 4228 & 5123 are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,Lakes & Tanks ,"TCS Energy Park Lake,Gachibowli(V), Serilingampally (M), Rangareddy (D)",Rangareddy,Rangareddy-I,Warangal,05.10.2023,02.15 pm,others,gardening,none,none,sunny,10mts,no,clear,fishy,,29,5.8,7.28,726,1.6,3.28,,Less than 1.8,110,Less than 1.8,,,,12,5,165,88,16,1.5,0.4,,175,105,42,70,17.01,54,,436,320,10,0.46,,0.5,,0.62,,,10.0,155.0,
5125,Lakes & Tanks ,"Mondi Kunta, Khanamet, Serilingmampally",no access,Rangareddy-I,Warangal,,,,,,,,,,,,,,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,Lakes & Tanks ,"Bathula Cheruvu, Amangal, Hayathnagar",Rangareddy,Rangareddy-I,Warangal,06.10.2023,10.00 am,"fishing,others",fishing,none,none,clear,Greater than 100cm,no,clear,odourless,,29,0.3,7.33,1160,6,7,,34,540,11,,,,20,5,198,162,69,14.5,6,,302,192,76.8,110,26.73,94,,756,520,21,1.84,,0.5,,1.06,,,10.0,188.0,
5127,Lakes & Tanks ,"Kummari Kunta, Amangal, Hayathnagar",Rangareddy,Rangareddy-I,Warangal,06.10.2023,10.15 AM,fishing,fishing,none,none,clear,Greater than 100cm,no,clear,odourless,,28,0.3,7.45,1177,6,6,,26,280,8.2,,,,23,5,232,156,60,11.2,8.4,,352,220,88,132,32.08,78,,756,600,18,2.42,,0.5,,1,,,10.0,222.0,
5128,Lakes & Tanks ,"Palle Cheruvu, Mylardevpalli, Rajendranagar",Rangareddy,Rangareddy-I,Warangal,05.10.2023,08.00 am,others,others,municipal sewage,domestic effluents,clear,Greater than 100 cm,yes,brownish,septic,,29,3,7.49,1156,3.2,2.1,,32,540,2,,,,10,5,210,164,55,10,1.2,,304,186,74.4,118,28.67,88,,766,540,22,1.96,,0.5,,1.24,,,10.0,200.0,
5129,Lakes & Tanks ,"Erra Kunta, Laxmiguda, Rajenderanagar",Rangareddy,Rangareddy-I,Warangal,05.10.2023,08.45 am,others,others,municipal sewage,domestic effluents,clear,Greater than 100 cm,yes,brown,septic,,28,1.8,7.39,1145,5.8,1.8,,47,430,4,,,,13,5,202,159,59,8.4,1.56,,298,190,76,108,26.24,95,,766,560,20,2.24,,0.5,,0.98,,,10.0,192.0,
5130,Lakes & Tanks ,"Pathikunta, Budwel, Rajendranagar",Rangareddy,Rangareddy-I,Warangal,05.10.2023,10.55 am,others,others,none,none,clear,Greater than 100 cm,no,clear,odourless,,29,2.8,7.7,702,4.4,3.3,,25,280,3.6,,,,13,5,155,102,42,12,5.6,,220,146,58.4,74,17.98,38,,433,320,22,1.06,,0.5,,0.31,,,10.0,145.0,
5131,Lakes & Tanks ,"Yellamma Cheruvu, Manikonda, Rajenderanagar",Rangareddy ,Rangareddy-I,Warangal,05.10.2023,10.45 am,others,others,sewage,nil,sunny,1mts,none,brown,septic,,29,0.3,7.28,1579,6.4,11.28,,27,540,8.1,,,,18,5,380,194,97,7,2.38,,390,240,96,150,36.45,122,,978,700,15,2.96,,0.5,,0.98,,,10.0,370.0,
5132,Lakes & Tanks ,"Malkam Cheruvu, Raidurgam, Serilingampally",Rangareddy ,Rangareddy-I,"Central lab, Hyderabad",,,,,,,,,,,,,,Not submitted by RO/RR-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,Lakes & Tanks ,"Chandana Cheruvu, Jillelguda,",Rangareddy,Rangareddy-I,Warangal,05.10.2023,11.15 am,others,others,none,none,clear,Greater than 100 cm,no,clear,odourless,,28,1.3,7.46,1166,5.4,3.6,,31,430,12,,,,14,5,210,162,43,11,2.8,,292,172,68.8,120,29.16,84,,712,500,16,1.94,,0.5,,0.91,,,10.0,200.0,
5134,Lakes & Tanks ,"Manthrala Cheruvu, Meerpet",Rangareddy,Rangareddy-I,Warangal,05.10.2023,11.30 am,others,others,none,none,clear,Greater than 100 mts,no,clear,odourless,,28,3.8,7.56,1169,4,2.4,,43,920,6,,,,12,5,232,154,44,14,0.84,,342,208,83.2,134,32.56,80,,765,620,14,2.24,,0.5,,1.12,,,10.0,222.0,
